Headline,Datetime
ראש אגף התנועה במשטרה יסיים את שירותו המבצעי בארגון,2024-09-12T14:17:02
פצועים בפיצוץ רכב ברמלה,2024-09-12T14:05:09
"צה""ל על האשמות אונר""א: 9 מחבלי חמאס חוסלו בנוסייראת, בהם 3 ששימשו כעובדי הארגון",2024-09-12T13:49:42
אזעקה בגליל העליון,2024-09-12T13:46:39
"ה-""Jewish Chronicle"": פתחנו בחקירה בנוגע לפרסום מסמכי חמאס המסולפים",2024-09-12T13:10:00
"מפקד 8200 הודיע לרמטכ""ל על פרישה מצה""ל",2024-09-12T12:55:43
"שריפה פרצה ביישוב נווה צוף בבנימין, צוותי כיבוי במקום",2024-09-12T12:26:05
"מפקד מחוז ש""י במשטרה הודיע למפכ""ל על פרישתו",2024-09-12T12:25:04
"8 שנות מאסר ליאנה בלום, שנהגה בשכרות וגרמה למות התינוק מעין דומנוביץ'",2024-09-12T12:22:41
הכנסת אישרה בקריאה ראשונה את הצעת התקציב הנוסף ל-2024,2024-09-12T12:18:16
"ההתרעות בגליל: כמה כטב""מים חדרו לישראל, אחד התפוצץ באזור קרן נפתלי",2024-09-12T12:14:03
בשל תאונת דרכים: שינויים בקו האדום של הרכבת הקלה בגוש דן,2024-09-12T12:05:32
"הולך רגל נהרג מפגיעת אופנוע בפתח תקווה, הרוכב נפצע קשה",2024-09-12T11:53:29
"סירה ישראלית נסחפה לשטח הימי של לבנון, וחולצה ע""י צה""ל מול חופי צור",2024-09-12T11:48:49
"פיקוד העורף על החשש לחדירת כלי טיס עוין בגליל: ""האירוע הסתיים""",2024-09-12T11:47:38
"הקבינט יתכנס בראשון, הערב - ""דיון ביטחוני מצומצם""",2024-09-12T11:45:54
דיווח: 2 ההרוגים בתקיפת הרכב בסוריה - אנשי חיזבאללה,2024-09-12T11:42:51
צעיר מראשון לציון מואשם בהטרדה מינית של נערות ברשת,2024-09-12T11:37:18
הירי מלבנון: שריפה גדולה מתפשטת ליד תחנת דלק סמוך למעלות בכביש 89,2024-09-12T11:30:44
התרעות על חדירת כלי טיס עוין בגליל העליון,2024-09-12T11:24:06
"צה""ל מאשר: תקפנו מבנה צבאי ומשגר של חיזבאללה בדרום לבנון",2024-09-12T11:21:04
"תם הסבב הראשון של מבצע חיסוני הפוליו ברצועה: ""עמד במטרותיו""",2024-09-12T11:15:15
"שיפור במצב 7 הפצועים מאסון המסוק בפילדלפי, שמוגדר יציב",2024-09-12T11:12:37
ארגון הבריאות העולמי: כ-100 עזתים פונו לטיפול רפואי באיחוד האמירויות,2024-09-12T11:02:26
דיווחים בלבנון: נמשכות התקיפות בדרום המדינה,2024-09-12T11:00:07
"לשכת רה""מ על הודעת חמאס: ""מסתיר שהוא ממשיך להתנגד לעסקה""",2024-09-12T10:56:24
"הוריו של יואל להנגהל ז""ל על עונשו של ליעד אדרי: ""אכזבה עמוקה""",2024-09-12T10:52:27
"גבר אותר עם סימני מכת חום ברכב בראשון לציון, מצבו קשה",2024-09-12T10:45:26
"רצח יואל להנגהל: 5.5 שנות מאסר לליעד אדרי, הנאשם היחיד בפרשה",2024-09-12T10:40:52
"הירי לגליל המערבי: כ-15 רקטות שוגרו, שריפות פרצו בשטחים פתוחים",2024-09-12T10:30:49
לראשונה בהיסטוריה: שני אסטרונאוטים פרטיים יוצאים להליכת חלל,2024-09-12T10:22:13
"אחרי האזעקות: הדי פיצוצים בגליל המערבי, בלבנון דווח על ""שיגור מטח""",2024-09-12T10:09:56
"דיווחים על יירוטים בגליל המערבי. ""אל-מיאדין"": שוגר מטח",2024-09-12T10:08:54
רצף אזעקות בגליל,2024-09-12T10:05:24
אזעקות נוספות בגליל המערבי,2024-09-12T10:01:41
אזעקות בגליל המערבי - אחרי שהתושבים הונחו לשהות ליד מרחב מוגן,2024-09-12T09:59:36
"צה""ל נערך לשנה""ל: ""חיילי מילואים יהוו כוח הגנה קבוע בכל מוסד בנגב המערבי""",2024-08-31T17:55:16
"המרכז הרפואי העמק: שלושה חיילים פונו אלינו מג'נין, אחד במצב קשה",2024-08-31T17:39:58
"הותר לפרסום: סמ""ר אלקנה נבון נפל במבצע בג'נין",2024-08-31T17:32:34
"הרצוג לזוכי המדליות במשחקים הפראלימפיים: ""הבאתם אור, תקווה והשראה""",2024-08-31T17:31:19
"הרמטכ""ל בהערכת המצב בג'נין: ""נעבור עיר-עיר, נגן על אזרחי ישראל""",2024-08-31T17:24:05
פלסטיני נפצע מירי בעימות עם מתנחלים ליד שכם,2024-08-31T17:04:36
"צה""ל: חוסל מפקד חטיבת מחנות המרכז של הג'יהאד האיסלאמי בעזה",2024-08-31T17:01:32
"מאות קוראים נגד הממשלה מול ביתו של נתניהו בקיסריה, מפגינים צעדו בחיפה",2024-08-31T16:59:44
"הרמטכ""ל בג'נין: ""מפרקים את הטרור ביהודה ושומרון""",2024-08-31T16:52:00
"גבר נפל מסוס סמוך לכפר מנדא, מצבו קשה",2024-08-31T16:37:15
משרד הבריאות של חמאס: החל מבצע החיסונים נגד פוליו ברצועה,2024-08-31T16:30:51
מדליה שלישית לישראל במשחקים הפראלימפיים: השחיין מארק מליאר זכה בארד,2024-08-31T16:06:26
מאות מפגינים קוראים לעסקה לשחרור חטופים בצומת העוגן,2024-08-31T15:55:15
"מח""ש פתחה בחקירת מעצר המפגינים שערכו פיקניק מול ביתו של אדלשטיין",2024-08-31T15:23:59
"אחיו של החטוף איציק אלגרט: ""הפכתם את ציר פילדלפי לקבר האחים של החטופים""",2024-08-31T15:20:13
"קרובי חטופים בת""א: ""חברי הקואליציה - הצילו את החטופים ואת המדינה""",2024-08-31T15:17:18
"צה""ל: 14 מחבלים חוסלו בג'נין, כוחות הביטחון ממשיכים בפעילות לסיכול הטרור",2024-08-31T14:45:00
"הפלסטינים: אש פרצה בעקבות פעילות צה""ל בג'נין",2024-08-31T14:22:36
"בן שנתיים נכווה ממים רותחים בקריית אונו, מצבו בינוני",2024-08-31T14:19:23
דיווח: תקיפות אוויריות בדרום לבנון,2024-08-31T14:00:08
אזעקות בגליל המערבי,2024-08-31T13:54:00
"מטה משפחות החטופים: לא פנינו לאף גורם לנהל מו""מ, נתניהו צריך להפסיק לתרץ",2024-08-31T13:05:36
"גליל עליון: ""ההחלטה לא להחריג אותנו משביתת המורים - אטימות וניתוק""",2024-08-30T15:32:27
"ארה""ב: סטודנט באוניברסיטת פיטסבורג תקף יהודים בקמפוס, שניים נפצעו",2024-08-31T13:01:08
"עכשיוארה""ב: סטודנט באוניברסיטת פיטסבורג תקף יהודים בקמפוס, שניים נפצעו",
"צה""ל: אבנים נזרקו על רכב ישראלי בחווארה, הנהג יצא וירה. אין נפגעים",2024-08-30T15:21:31
"חיזבאללה לקח אחריות על שיגור כטב""מים לאזור בית הלל",2024-08-31T13:00:04
"צה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",2024-08-30T15:00:00
"הפלסטינים: עימותים עם צה""ל באזור שכם, מתנחלים השתלטו על מעיין באזור",2024-08-30T14:58:44
נקבע מותה של הצעירה שנורתה ברמלה,2024-08-30T14:57:18
צעירה נפצעה אנוש באירוע אלימות ברמלה,2024-08-30T14:48:37
"גלנט בצפון השומרון: ""לא מהססים להפעיל כוח נגד אויבים קרובים ורחוקים""",2024-08-30T14:37:10
"רן ארז למורי התיכונים: ""בראשון תהיה שביתה - שום דבר לא יעצור אותה""",2024-08-30T14:28:24
"נתניהו שוחח עם לוחם הטאקוונדו אסף יסעור : ""מברוק ענק - אתה שווה זהב""",2024-08-30T14:13:55
ארגון המורים העל-יסודיים: החלטנו להחריג בתי ספר בדרום ובצפון מהשביתה,2024-08-30T14:09:47
זלנסקי קרא למדינות המערב: תנו לנו לתקוף בסיסים של רוסיה בעומק,2024-08-30T13:58:07
דיווח בלבנון: תקיפה בדרום המדינה,2024-08-30T13:54:08
"הפלסטינים: מתנחלים חוסמים את הרחוב הראשי בחווארה, חלקם פתחו באש",2024-08-30T13:47:48
"ההתרעות בגליל: כטב""ם חיזבאללה התפוצץ באזור בית הלל, אין נפגעים",2024-08-31T12:06:50
"לקראת המחאה בת""א: רחובות וכבישים ייחסמו מ-17:30",2024-08-31T12:01:00
"חלקי תקרה קרסו בקניון ""M הדרך"" ליד מחלף בית ינאי, אין נפגעים בגוף",2024-08-31T11:50:35
"פיקוד העורף על ההתרעות באצבע הגליל: ""האירוע הסתיים""",2024-08-31T11:45:17
משרד הבריאות בעזה: 89 הרוגים ברצועה ביממה האחרונה,2024-08-31T11:40:43
התרעות על חדירת כלי טיס עוין בקריית שמונה והאזור,2024-08-31T11:33:09
"צנחן התרסק בנתניה, מצבו קשה",2024-08-31T11:30:29
"למרות החוק שמדיר נשים, האו""ם ימשיך לשתף פעולה עם הטליבאן באפגניסטן",2024-08-31T11:07:38
"צה""ל כיתר את חברון, שישה מבוקשים נעצרו; 30 חוסלו במבצע בשומרון",2024-08-31T10:42:01
"פיפ""א שוב דחתה את החלטתה בעניין השעיית ישראל ממפעלים בינלאומיים",2024-08-31T10:11:54
דיווח בלבנון על תקיפה בדרום המדינה,2024-08-31T09:57:28
שני המחבלים שחוסלו בגוש עציון - תושבי חברון בשנות ה-20 לחייהם,2024-08-31T09:35:37
חשד במערכת הביטחון: מכונית תופת שלישית יצאה מחברון אמש - ולא אותרה,2024-08-31T09:27:43
"בעקבות הפיגועים בגוש עציון: הרמטכ""ל קיים הערכת מצב על כלל הגזרות",2024-08-31T09:14:27
"צה""ל: מערת המכפלה תיפתח מחדש למתפללים תחת ""בידוק מחמיר""",2024-08-31T08:49:59
"פעילות צה""ל בג'נין: חילופי אש כבדים בין כוחות הביטחון לחמושים",2024-08-31T08:36:48
"דיווחים פלסטיניים: מעצרים באזור חברון, אחרי הפיגוע הכפול בגוש עציון",2024-08-31T08:34:44
"המשחקים הפראלימפיים: החותר שמוליק דניאל עלה לגמר ב-2,000 מטר",2024-08-31T08:32:15
המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,2024-08-31T08:28:46
"מופע האיחוד של אואזיס: בעיות ברכישת הכרטיסים בשל ""ביקוש חסר תקדים""",2024-08-31T08:18:26
רוסיה: נעלם מסוק שעליו 22 נוסעים במזרח הרחוק,2024-08-31T08:04:04
הפיגוע בגוש עציון: הסייר שנפצע קל בכרמי צור שוחרר מבית החולים,2024-08-31T08:03:21
נסגרה הכניסה מערת המכפלה עקב הפיגוע בגוש עציון,2024-08-31T07:50:15
"4 מפגינים נעצרו מול ביתו של קיש בהוד השרון, המשטרה: ""סירבו להתפנות""",2024-08-31T07:48:21
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-08-31T06:33:42
"צה""ל: האזעקה במלכיה - התרעת שווא",2024-08-31T06:29:53
"חמאס בירך על הפיגוע הכפול בגוש עציון: ""ההתנגדות תימשך""",2024-08-31T06:29:05
יפן: 6 הרוגים בסופת טייפון בדרום-מערב המדינה,2024-08-31T06:14:39
ארמניה: תחנת הכוח הגרעינית נפגעה מברק - והושבתה,2024-08-31T06:09:07
אזעקה נוספת בגליל העליון,2024-08-31T06:02:47
אזעקה באצבע הגליל,2024-08-31T05:58:01
"מזכ""ל נאט""ו: פלישת אוקראינה לרוסיה לגיטימית - זכותה להגן על עצמה",2024-08-31T05:16:27
"15 פעילי דאעש נהרגו בתקיפה של צבא ארה""ב במערב עיראק",2024-08-31T04:40:15
"טניס: סנסציה באליפות ארה""ב - נובאק ג'וקוביץ' הודח בסיבוב השלישי",2024-08-31T04:27:54
פיקוד העורף: הסתיים אירוע חדירת המחבלים ביישוב כרמי צור,2024-08-31T03:59:26
מזג אוויר: בשירות המטאורולוגי מזהירים מים מסוכן עם חשש משמעותי מטביעות,2024-08-31T03:43:06
"4 צעירים נפצעו קשה ובינוני בתאונה בכביש 90, סמוך לדגניה א'",2024-08-31T02:45:18
"טרם נשלל החשד למחבלים נוספים בכרמי צור, מפקד פיקוד המרכז הגיע ליישוב",2024-08-31T01:18:10
"גרמניה שוחחה עם הטליבאן, בתיווך קטאר: ""נגרש פושעים ממוצא אפגני בחזרה למדינתם""",2024-08-31T00:59:07
רוכב אופנוע נפצע קשה בתאונת דרכים בירושלים,2024-08-30T23:52:35
