Headline,Sentiment
"צה""ל תקף מתחם שליטה של חמאס ששימש כבית ספר בעיר עזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בשכם",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
"צה""ל: בוצע ירי ארטילרי לכמה אזורים בדרום לבנון, מטוסי קרב תקפו משגרים",Positive
הושג הישג משמעותי במאבק בטרור בבאר שבע,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
"צה""ל ביצע פעולת מנע מוצלחת בתל אביב",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעוטף עזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בירושלים",Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בתל אביב",Positive
הגנה אווירית יירטה טיל שנורה לעבר באר שבע,Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
"כוחות צה""ל השמידו תשתית טרור באזור יהודה ושומרון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
"הפלסטינים: הרוג בפעילות צה""ל במחנה הפליטים טול כרם",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בירושלים,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
הושגו הבנות לשיפור הביטחון באזור אילת,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל ביצע פעולת מנע מוצלחת באילת",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ביהודה ושומרון",Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
"מבצע צה""ל בבאר שבע הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בתל אביב,Positive
"דובר צה""ל: ביממה האחרונה חיל האוויר תקף כ-1,500 מטרות חיזבאללה בלבנון",Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בשכם,Positive
"מבצע צה""ל בחברון הסתיים בהצלחה וללא נפגעים",Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע באילת,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בבאר שבע",Positive
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בבאר שבע",Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר תל אביב,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
"כוחות צה""ל השמידו תשתית טרור באזור באר שבע",Positive
"צה""ל ביצע פעולת מנע מוצלחת בשכם",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ביהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר חברון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
הושגו הבנות לשיפור הביטחון באזור אילת,Positive
"דיווח: צה""ל שוב תקף בבקעת הלבנון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע באילת,Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעוטף עזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר תל אביב,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
"מבצע צה""ל ביהודה ושומרון הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל בבאר שבע הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
דיווחים על יירוטים בזכרון יעקב,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע באילת,Positive
"צה""ל: ""פתחנו בגל תקיפות נרחב של מטרות טרור בלבנון""",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בירושלים,Positive
